UTCDateTime,PA_Zen_001_001_87_mac_address,PA_Zen_001_001_87_firmware_ver,PA_Zen_001_001_87_hardware,PA_Zen_001_001_87_current_temp_f,PA_Zen_001_001_87_current_humidity,PA_Zen_001_001_87_current_dewpoint_f,PA_Zen_001_001_87_pressure,PA_Zen_001_001_87_adc,PA_Zen_001_001_87_mem,PA_Zen_001_001_87_rssi,PA_Zen_001_001_87_uptime,PA_Zen_001_001_87_pm1_0_cf_1,PA_Zen_001_001_87_pm2_5_cf_1,PA_Zen_001_001_87_pm10_0_cf_1,PA_Zen_001_001_87_pm1_0_atm,PA_Zen_001_001_87_pm2_5_atm,PA_Zen_001_001_87_pm10_0_atm,PA_Zen_001_001_87_pm2.5_aqi_cf_1,PA_Zen_001_001_87_pm2.5_aqi_atm,PA_Zen_001_001_87_p_0_3_um,PA_Zen_001_001_87_p_0_5_um,PA_Zen_001_001_87_p_1_0_um,PA_Zen_001_001_87_p_2_5_um,PA_Zen_001_001_87_p_5_0_um,PA_Zen_001_001_87_p_10_0_um,PA_Zen_001_001_87_pm1_0_cf_1_b,PA_Zen_001_001_87_pm2_5_cf_1_b,PA_Zen_001_001_87_pm10_0_cf_1_b,PA_Zen_001_001_87_pm1_0_atm_b,PA_Zen_001_001_87_pm2_5_atm_b,PA_Zen_001_001_87_pm10_0_atm_b,PA_Zen_001_001_87_pm2.5_aqi_cf_1_b,PA_Zen_001_001_87_pm2.5_aqi_atm_b,PA_Zen_001_001_87_p_0_3_um_b,PA_Zen_001_001_87_p_0_5_um_b,PA_Zen_001_001_87_p_1_0_um_b,PA_Zen_001_001_87_p_2_5_um_b,PA_Zen_001_001_87_p_5_0_um_b,PA_Zen_001_001_87_p_10_0_um_b,PA_Zen_001_001_87_gas,PA_Zen_001_001_87_Source,PA_Zen_002_001_88_mac_address,PA_Zen_002_001_88_firmware_ver,PA_Zen_002_001_88_hardware,PA_Zen_002_001_88_current_temp_f,PA_Zen_002_001_88_current_humidity,PA_Zen_002_001_88_current_dewpoint_f,PA_Zen_002_001_88_pressure,PA_Zen_002_001_88_adc,PA_Zen_002_001_88_mem,PA_Zen_002_001_88_rssi,PA_Zen_002_001_88_uptime,PA_Zen_002_001_88_pm1_0_cf_1,PA_Zen_002_001_88_pm2_5_cf_1,PA_Zen_002_001_88_pm10_0_cf_1,PA_Zen_002_001_88_pm1_0_atm,PA_Zen_002_001_88_pm2_5_atm,PA_Zen_002_001_88_pm10_0_atm,PA_Zen_002_001_88_pm2.5_aqi_cf_1,PA_Zen_002_001_88_pm2.5_aqi_atm,PA_Zen_002_001_88_p_0_3_um,PA_Zen_002_001_88_p_0_5_um,PA_Zen_002_001_88_p_1_0_um,PA_Zen_002_001_88_p_2_5_um,PA_Zen_002_001_88_p_5_0_um,PA_Zen_002_001_88_p_10_0_um,PA_Zen_002_001_88_pm1_0_cf_1_b,PA_Zen_002_001_88_pm2_5_cf_1_b,PA_Zen_002_001_88_pm10_0_cf_1_b,PA_Zen_002_001_88_pm1_0_atm_b,PA_Zen_002_001_88_pm2_5_atm_b,PA_Zen_002_001_88_pm10_0_atm_b,PA_Zen_002_001_88_pm2.5_aqi_cf_1_b,PA_Zen_002_001_88_pm2.5_aqi_atm_b,PA_Zen_002_001_88_p_0_3_um_b,PA_Zen_002_001_88_p_0_5_um_b,PA_Zen_002_001_88_p_1_0_um_b,PA_Zen_002_001_88_p_2_5_um_b,PA_Zen_002_001_88_p_5_0_um_b,PA_Zen_002_001_88_p_10_0_um_b,PA_Zen_002_001_88_gas,PA_Zen_002_001_88_Source,PA_Zen_002_002_5c_mac_address,PA_Zen_002_002_5c_firmware_ver,PA_Zen_002_002_5c_hardware,PA_Zen_002_002_5c_current_temp_f,PA_Zen_002_002_5c_current_humidity,PA_Zen_002_002_5c_current_dewpoint_f,PA_Zen_002_002_5c_pressure,PA_Zen_002_002_5c_adc,PA_Zen_002_002_5c_mem,PA_Zen_002_002_5c_rssi,PA_Zen_002_002_5c_uptime,PA_Zen_002_002_5c_pm1_0_cf_1,PA_Zen_002_002_5c_pm2_5_cf_1,PA_Zen_002_002_5c_pm10_0_cf_1,PA_Zen_002_002_5c_pm1_0_atm,PA_Zen_002_002_5c_pm2_5_atm,PA_Zen_002_002_5c_pm10_0_atm,PA_Zen_002_002_5c_pm2.5_aqi_cf_1,PA_Zen_002_002_5c_pm2.5_aqi_atm,PA_Zen_002_002_5c_p_0_3_um,PA_Zen_002_002_5c_p_0_5_um,PA_Zen_002_002_5c_p_1_0_um,PA_Zen_002_002_5c_p_2_5_um,PA_Zen_002_002_5c_p_5_0_um,PA_Zen_002_002_5c_p_10_0_um,PA_Zen_002_002_5c_pm1_0_cf_1_b,PA_Zen_002_002_5c_pm2_5_cf_1_b,PA_Zen_002_002_5c_pm10_0_cf_1_b,PA_Zen_002_002_5c_pm1_0_atm_b,PA_Zen_002_002_5c_pm2_5_atm_b,PA_Zen_002_002_5c_pm10_0_atm_b,PA_Zen_002_002_5c_pm2.5_aqi_cf_1_b,PA_Zen_002_002_5c_pm2.5_aqi_atm_b,PA_Zen_002_002_5c_p_0_3_um_b,PA_Zen_002_002_5c_p_0_5_um_b,PA_Zen_002_002_5c_p_1_0_um_b,PA_Zen_002_002_5c_p_2_5_um_b,PA_Zen_002_002_5c_p_5_0_um_b,PA_Zen_002_002_5c_p_10_0_um_b,PA_Zen_002_002_5c_gas,PA_Zen_002_002_5c_Source,PA_Zen_002_003_7b_mac_address,PA_Zen_002_003_7b_firmware_ver,PA_Zen_002_003_7b_hardware,PA_Zen_002_003_7b_current_temp_f,PA_Zen_002_003_7b_current_humidity,PA_Zen_002_003_7b_current_dewpoint_f,PA_Zen_002_003_7b_pressure,PA_Zen_002_003_7b_adc,PA_Zen_002_003_7b_mem,PA_Zen_002_003_7b_rssi,PA_Zen_002_003_7b_uptime,PA_Zen_002_003_7b_pm1_0_cf_1,PA_Zen_002_003_7b_pm2_5_cf_1,PA_Zen_002_003_7b_pm10_0_cf_1,PA_Zen_002_003_7b_pm1_0_atm,PA_Zen_002_003_7b_pm2_5_atm,PA_Zen_002_003_7b_pm10_0_atm,PA_Zen_002_003_7b_pm2.5_aqi_cf_1,PA_Zen_002_003_7b_pm2.5_aqi_atm,PA_Zen_002_003_7b_p_0_3_um,PA_Zen_002_003_7b_p_0_5_um,PA_Zen_002_003_7b_p_1_0_um,PA_Zen_002_003_7b_p_2_5_um,PA_Zen_002_003_7b_p_5_0_um,PA_Zen_002_003_7b_p_10_0_um,PA_Zen_002_003_7b_pm1_0_cf_1_b,PA_Zen_002_003_7b_pm2_5_cf_1_b,PA_Zen_002_003_7b_pm10_0_cf_1_b,PA_Zen_002_003_7b_pm1_0_atm_b,PA_Zen_002_003_7b_pm2_5_atm_b,PA_Zen_002_003_7b_pm10_0_atm_b,PA_Zen_002_003_7b_pm2.5_aqi_cf_1_b,PA_Zen_002_003_7b_pm2.5_aqi_atm_b,PA_Zen_002_003_7b_p_0_3_um_b,PA_Zen_002_003_7b_p_0_5_um_b,PA_Zen_002_003_7b_p_1_0_um_b,PA_Zen_002_003_7b_p_2_5_um_b,PA_Zen_002_003_7b_p_5_0_um_b,PA_Zen_002_003_7b_p_10_0_um_b,PA_Zen_002_003_7b_gas,PA_Zen_002_003_7b_Source
2024-12-03 21:25:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,90.0,14.0,35.0,994.05,4.8,25936.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19,19.07,0.88,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,18.84,3.97,0.26,0.26,0.26,50.00,20241203.csv
2024-12-03 21:25:44,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,90.0,16.0,37.0,994.29,0.04,26248.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.79,17.28,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.41,23.97,2.84,0.19,0.19,0.19,119.98,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:26:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,14.0,34.0,993.91,4.88,26248.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.07,25.24,2.91,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.52,19.05,1.53,0.43,0.17,0.17,50.00,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:26:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,14.0,35.0,993.73,4.88,26248.0,0.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.53,14.43,1.36,0.22,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,53.38,15.45,1.52,0.17,0.17,0.17,50.00,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,90.0,14.0,35.0,994.04,4.8,26248.0,0.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.03,18.76,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.63,20.81,2.58,0.0,0.0,0.0,50.00,20241203.csv
2024-12-03 21:27:44,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,90.0,16.0,37.0,994.33,0.04,26248.0,0.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,17.38,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.21,23.77,1.23,0.02,0.0,0.0,120.41,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:28:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,14.0,34.0,993.89,4.88,25936.0,0.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.67,19.58,2.27,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.32,18.88,2.93,0.47,0.24,0.24,50.00,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:28:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,14.0,35.0,993.75,4.88,26248.0,0.0,939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.16,16.32,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.26,20.1,1.83,0.24,0.24,0.05,50.00,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:29:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,14.0,34.0,994.06,,26336.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.73,17.22,0.98,0.76,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,19.91,1.43,0.32,0.25,0.0,,20241203.csv
2024-12-03 21:29:25,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,90.0,16.0,38.0,994.33,,26336.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.27,25.53,2.93,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.79,25.52,2.45,0.07,0.0,0.0,,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:30:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,14.0,35.0,994.0,4.88,26248.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.38,25.97,2.1,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.55,19.47,0.93,0.0,0.0,0.0,50.00,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:30:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,14.0,35.0,993.8,4.88,26248.0,0.0,1059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.74,10.64,1.05,0.17,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,50.17,14.41,3.05,0.86,0.66,0.26,50.00,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:31:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,14.0,35.0,994.06,4.8,26248.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5,21.87,2.47,0.28,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.55,13.62,1.96,0.12,0.0,0.0,50.00,20241203.csv
2024-12-03 21:31:25,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,90.0,16.0,38.0,994.39,0.05,26248.0,0.0,220.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,81.05,22.88,2.02,0.37,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3,24.27,1.98,0.0,0.0,0.0,123.96,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:32:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,14.0,34.0,993.87,4.88,26248.0,0.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49,21.64,1.14,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.47,16.82,1.67,0.25,0.25,0.25,50.00,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:32:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,14.0,35.0,993.75,4.88,26248.0,0.0,1179.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,52.76,16.33,1.9,0.74,0.22,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.66,15.12,2.21,0.45,0.45,0.0,50.00,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:33:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,90.0,14.0,35.0,994.16,4.8,26248.0,0.0,340.0,0.0,0.0,0.35,0.0,0.0,0.35,0.0,0.0,57.26,14.89,3.02,0.72,0.53,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9,20.1,2.17,0.0,0.0,0.0,50.00,20241203.csv
2024-12-03 21:33:25,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,90.0,16.0,38.0,994.37,0.05,26248.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.17,16.59,1.36,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,79.32,19.93,0.88,0.39,0.39,0.22,123.94,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:34:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,14.0,35.0,993.92,,26336.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.27,26.82,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.71,19.07,3.4,0.29,0.0,0.0,,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:34:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,14.0,36.0,993.83,,26336.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09,11.35,1.54,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.49,12.86,1.93,0.7,0.0,0.0,,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:35:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,14.0,34.0,994.08,4.8,26248.0,0.0,460.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,60.22,16.73,2.67,0.65,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.27,15.64,1.9,0.0,0.0,0.0,50.00,20241203.csv
2024-12-03 21:35:25,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,90.0,16.0,38.0,994.33,0.05,26248.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.39,17.64,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.36,18.41,2.49,0.1,0.0,0.0,127.42,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:36:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,14.0,34.0,994.07,4.87,26248.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.38,20.33,1.84,0.09,0.09,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,68.0,19.86,3.37,0.54,0.49,0.0,50.00,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:36:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,14.0,35.0,993.79,4.88,26248.0,0.0,220.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,51.66,13.36,1.53,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.29,9.14,2.05,0.3,0.0,0.0,50.00,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:37:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,90.0,14.0,35.0,994.17,4.8,26248.0,0.0,580.0,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.0,79.32,21.05,2.73,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.16,14.4,1.48,0.17,0.17,0.17,50.00,20241203.csv
2024-12-03 21:37:25,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,90.0,16.0,38.0,994.44,0.05,26248.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.14,20.53,1.78,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42,14.28,1.75,0.09,0.0,0.0,120.73,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:38:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,14.0,35.0,993.95,4.87,26248.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.05,21.84,2.4,0.37,0.37,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,57.92,16.49,3.25,0.66,0.22,0.22,50.00,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 21:38:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,14.0,35.0,993.81,4.87,26248.0,0.0,340.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,53.26,16.51,1.74,0.53,0.53,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.85,14.18,2.48,1.1,0.0,0.0,50.00,20241203.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
